2011,10,23,0,0,23:50,Länsi,0,5,6,7.7
2011,10,23,0,5,23:50,Länsi,0,5,6,7.7
2011,10,23,0,10,23:50,Länsi,0,5,6,7.7
2011,10,23,0,15,0:00,Länsi,0,4,5,7.6
2011,10,23,0,20,0:00,Länsi,0,4,5,7.6
2011,10,23,0,25,0:10,Länsi,0,4,5,7.6
2011,10,23,0,30,0:10,Länsi,0,4,5,7.6
2011,10,23,0,35,0:20,Länsi,0,4,4,7.5
2011,10,23,0,40,0:30,Länsi,0,4,4,7.4
2011,10,23,0,45,0:30,Länsi,0,4,4,7.4
2011,10,23,0,50,0:30,Länsi,0,4,4,7.4
2011,10,23,0,55,0:40,Länsi,0,4,4,7.5
2011,10,23,1,0,0:40,Länsi,0,4,4,7.5
2011,10,23,1,5,0:50,Länsi,0,5,5,7.4
2011,10,23,1,10,0:50,Länsi,0,5,5,7.4
2011,10,23,1,15,1:00,Länsi,0,5,5,7.4
2011,10,23,1,20,1:10,Länsi,0,4,5,7.3
2011,10,23,1,25,1:10,Länsi,0,4,5,7.3
2011,10,23,1,30,1:10,Länsi,0,4,5,7.3
2011,10,23,1,35,1:20,Länsi,0,4,5,7.2
2011,10,23,1,40,1:20,Länsi,0,4,5,7.2
2011,10,23,1,45,1:30,Länsi,0,4,5,7.2
2011,10,23,1,50,1:30,Länsi,0,4,5,7.2
2011,10,23,1,55,1:40,Länsi,0,4,4,7.1
2011,10,23,2,0,1:50,Länsi,0,4,5,7.1
2011,10,23,2,5,1:50,Länsi,0,4,5,7.1
2011,10,23,2,10,2:00,Länsi,0,4,4,7.1
2011,10,23,2,15,2:00,Länsi,0,4,4,7.1
2011,10,23,2,20,2:00,Länsi,0,4,4,7.1
2011,10,23,2,25,2:10,Länsi,0,3,4,7.1
2011,10,23,2,30,2:10,Länsi,0,3,4,7.1
2011,10,23,2,35,2:20,Länsi,0,3,4,7.1
2011,10,23,2,40,2:30,Länsi,0,3,4,7.2
2011,10,23,2,45,2:30,Länsi,0,3,4,7.2
2011,10,23,2,50,2:40,Länsi,0,4,4,7.1
2011,10,23,2,55,2:40,Länsi,0,4,4,7.1
2011,10,23,3,0,2:40,Länsi,0,4,4,7.1
2011,10,23,3,5,2:40,Länsi,0,4,4,7.1
2011,10,23,3,10,2:40,Länsi,0,4,4,7.1
2011,10,23,3,15,3:00,Länsi,0,4,5,7.1
2011,10,23,3,20,3:10,Länsi,0,3,4,7.1
2011,10,23,3,25,3:10,Länsi,0,3,4,7.1
2011,10,23,3,30,3:10,Länsi,0,3,4,7.1
2011,10,23,3,35,3:20,Länsi,0,3,4,7.1
2011,10,23,3,40,3:20,Länsi,0,3,4,7.1
2011,10,23,3,45,3:30,Länsi,0,3,4,7.0
2011,10,23,3,50,3:30,Länsi,0,3,4,7.0
2011,10,23,3,55,3:40,Länsi,0,3,3,6.9
2011,10,23,4,0,3:50,Länsi,0,3,3,6.9
2011,10,23,4,5,3:50,Länsi,0,3,3,6.9
2011,10,23,4,10,4:00,Länsi,0,3,4,7.0
2011,10,23,4,15,4:00,Länsi,0,3,4,7.0
2011,10,23,4,20,4:10,Länsi,0,4,4,7.0
2011,10,23,4,25,4:10,Länsi,0,4,4,7.0
2011,10,23,4,30,4:20,Länsi,0,4,5,6.9
2011,10,23,4,35,4:20,Länsi,0,4,5,6.9
2011,10,23,4,40,4:30,Länsi,0,3,3,6.9
2011,10,23,4,45,4:30,Länsi,0,3,3,6.9
2011,10,23,4,50,4:30,Länsi,0,3,3,6.9
2011,10,23,4,55,4:40,Länsi,0,2,3,6.9
2011,10,23,5,0,4:40,Länsi,0,2,3,6.9
2011,10,23,5,5,4:50,Länsi,0,1,2,6.8
2011,10,23,5,10,5:00,Länsi,0,1,2,6.9
2011,10,23,5,15,5:00,Länsi,0,1,2,6.9
2011,10,23,5,20,5:00,Länsi,0,1,2,6.9
2011,10,23,5,25,5:10,Länsi,0,1,2,6.8
2011,10,23,5,30,5:10,Länsi,0,1,2,6.8
2011,10,23,5,35,5:20,Länsi,0,1,2,6.8
2011,10,23,5,40,5:20,Länsi,0,1,2,6.8
2011,10,23,5,45,5:30,Länsi,0,1,2,6.8
2011,10,23,5,50,5:30,Länsi,0,1,2,6.8
2011,10,23,5,55,5:40,Länsi,0,1,2,6.7
2011,10,23,6,0,5:40,Länsi,0,1,2,6.7
2011,10,23,6,5,5:50,Luoteis,0,1,2,6.7
2011,10,23,6,10,5:50,Luoteis,0,1,2,6.7
2011,10,23,6,15,6:00,Länsi,0,1,2,6.6
2011,10,23,6,20,6:00,Länsi,0,1,2,6.6
2011,10,23,6,25,6:10,Länsi,0,1,1,6.8
2011,10,23,6,30,6:10,Länsi,0,1,1,6.8
2011,10,23,6,35,6:20,Lounais,0,2,3,6.9
2011,10,23,6,40,6:20,Lounais,0,2,3,6.9
2011,10,23,6,45,6:30,Lounais,0,3,4,7.0
2011,10,23,6,50,6:30,Lounais,0,3,4,7.0
2011,10,23,6,55,6:40,Lounais,0,3,3,7.1
2011,10,23,7,0,6:40,Lounais,0,3,3,7.1
2011,10,23,7,5,6:50,Lounais,0,2,3,7.2
2011,10,23,7,10,6:50,Lounais,0,2,3,7.2
2011,10,23,7,15,7:00,Lounais,0,2,3,7.2
2011,10,23,7,20,7:00,Lounais,0,2,3,7.2
2011,10,23,7,25,7:00,Lounais,0,2,3,7.2
2011,10,23,7,30,7:00,Lounais,0,2,3,7.2
2011,10,23,7,35,7:20,Lounais,0,2,3,7.2
2011,10,23,7,40,7:20,Lounais,0,2,3,7.2
2011,10,23,7,45,7:30,Lounais,0,2,3,7.1
2011,10,23,7,50,7:30,Lounais,0,2,3,7.1
2011,10,23,7,55,7:30,Lounais,0,2,3,7.1
2011,10,23,8,0,7:40,Lounais,0,2,4,7.1
2011,10,23,8,5,7:40,Lounais,0,2,4,7.1
2011,10,23,8,10,8:00,Länsi,0,3,4,6.9
2011,10,23,8,15,8:00,Länsi,0,3,4,6.9
2011,10,23,8,20,8:10,Länsi,0,3,4,6.7
2011,10,23,8,25,8:10,Länsi,0,3,4,6.7
2011,10,23,8,40,8:20,Länsi,0,3,5,6.3
2011,10,23,8,30,8:30,Länsi,0,4,4,6.1
2011,10,23,8,35,8:30,Länsi,0,4,4,6.1
2011,10,23,8,45,8:30,Länsi,0,4,4,6.1
2011,10,23,8,50,8:30,Länsi,0,4,4,6.1
2011,10,23,8,55,8:40,Länsi,0,3,4,6.1
2011,10,23,9,0,8:50,Länsi,0,3,4,6.2
2011,10,23,9,5,8:50,Länsi,0,3,4,6.2
2011,10,23,9,10,8:50,Länsi,0,3,4,6.2
2011,10,23,9,15,9:00,Länsi,0,3,4,6.1
2011,10,23,9,20,9:10,Länsi,0,3,4,5.8
2011,10,23,9,25,9:10,Länsi,0,3,4,5.8
2011,10,23,9,30,9:10,Länsi,0,3,4,5.8
2011,10,23,9,35,9:20,Länsi,0,2,3,5.9
2011,10,23,9,40,9:20,Länsi,0,2,3,5.9
2011,10,23,9,45,9:30,Luoteis,0,1,2,5.8
2011,10,23,9,50,9:30,Luoteis,0,1,2,5.8
2011,10,23,9,55,9:40,Länsi,0,2,2,5.8
2011,10,23,10,0,9:50,Luoteis,0,1,2,5.8
2011,10,23,10,5,9:50,Luoteis,0,1,2,5.8
2011,10,23,10,10,9:50,Luoteis,0,1,2,5.8
2011,10,23,10,15,10:00,Länsi,0,2,2,5.8
2011,10,23,10,20,10:10,Luoteis,0,2,2,5.8
2011,10,23,10,25,10:10,Luoteis,0,2,2,5.8
2011,10,23,10,30,10:10,Luoteis,0,2,2,5.8
2011,10,23,10,35,10:20,Länsi,0,2,2,5.9
2011,10,23,10,40,10:20,Länsi,0,2,2,5.9
2011,10,23,10,45,10:30,Länsi,0,2,2,5.9
2011,10,23,10,50,10:40,Länsi,0,2,2,6.1
2011,10,23,10,55,10:40,Länsi,0,2,2,6.1
2011,10,23,11,0,10:50,Luoteis,0,1,2,6.1
2011,10,23,11,5,10:50,Luoteis,0,1,2,6.1
2011,10,23,11,10,11:00,Luoteis,0,2,2,6.1
2011,10,23,11,15,11:00,Luoteis,0,2,2,6.1
2011,10,23,11,20,11:00,Luoteis,0,2,2,6.1
2011,10,23,11,25,11:10,Luoteis,0,2,2,6.2
2011,10,23,11,30,11:10,Luoteis,0,2,2,6.2
2011,10,23,11,35,11:20,Luoteis,0,1,2,6.3
2011,10,23,11,40,11:20,Luoteis,0,1,2,6.3
2011,10,23,11,45,11:30,Länsi,0,1,1,6.4
2011,10,23,11,50,11:30,Länsi,0,1,1,6.4
2011,10,23,11,55,11:40,Länsi,0,1,1,6.4
2011,10,23,12,0,11:40,Länsi,0,1,1,6.4
2011,10,23,12,5,11:50,Länsi,0,1,2,6.5
2011,10,23,12,10,11:50,Länsi,0,1,2,6.5
2011,10,23,12,15,12:00,Länsi,0,1,1,6.5
2011,10,23,12,20,12:00,Länsi,0,1,1,6.5
2011,10,23,12,25,12:10,Lounais,0,1,1,6.5
2011,10,23,12,30,12:10,Lounais,0,1,1,6.5
2011,10,23,12,35,12:20,Länsi,0,1,1,6.6
2011,10,23,12,40,12:20,Länsi,0,1,1,6.6
2011,10,23,12,45,12:30,Länsi,0,1,2,6.6
